seed,step,condition,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,I_trigger_p_next_S_M,I_trigger_p_next_S_A,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_incoherent,D_set_rollout_no_sector,D_set_coh_deficit,D_set_coh_impossible_rate,D_set_dispo_MD,D_set_dispo_MO,D_set_dispo_AD,D_set_dispo_AO,D_set_coh_deficit_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_incoherent,O_set_rollout_no_sector,O_set_coh_deficit,O_set_coh_impossible_rate,O_set_dispo_MD,O_set_dispo_MO,O_set_dispo_AD,O_set_dispo_AO,O_set_coh_deficit_bp_std,OI_set_rollout_MD,OI_set_rollout_MO,OI_set_rollout_AD,OI_set_rollout_AO,OI_set_rollout_incoherent,OI_set_rollout_no_sector,OI_set_coh_deficit,OI_set_coh_impossible_rate,OI_set_dispo_MD,OI_set_dispo_MO,OI_set_dispo_AD,OI_set_dispo_AO,OI_set_coh_deficit_bp_std
2,5,ordinary_md_ft,0.6671274304389954,9.749482998699932e-09,0.0740333646535873,9.52835677026087e-09,0.8552437424659729,2.1468189004281157e-08,0.2802734375,0.0,0.0,0.0,0.00390625,0.7158203125,0.0360440317212049,0.0,0.275390625,0.0146484375,0.6689453125,0.041015625,0.0404271609594163,0.0,0.001953125,0.0,0.0,0.0,0.998046875,0.0042037422882011,0.0,0.0009765625,0.001953125,0.0361328125,0.9609375,0.0053875936177533,0.0,0.001953125,0.0,0.0,0.0009765625,0.9970703125,0.0037234313884711,0.0,0.0009765625,0.0029296875,0.0322265625,0.9638671875,0.005962851340407
2,7,ordinary_md_ft,0.6169276833534241,7.733169660184558e-09,0.197508230805397,1.055223730617172e-08,0.8527637124061584,1.3469815485223082e-08,0.7177734375,0.0,0.0,0.0,0.0009765625,0.28125,0.0825985572448051,0.0,0.705078125,0.0341796875,0.2236328125,0.037109375,0.0562703624646974,0.0009765625,0.017578125,0.0,0.0,0.001953125,0.9794921875,0.0225040805499167,0.0,0.0322265625,0.0166015625,0.041015625,0.91015625,0.0481414092780892,0.0,0.0029296875,0.0,0.0,0.0009765625,0.99609375,0.0082896091991523,0.0,0.001953125,0.0029296875,0.015625,0.9794921875,0.0094754978249256
2,9,ordinary_md_ft,0.6504422426223755,7.071620622411956e-09,0.388227254152298,1.2200529475592248e-08,0.8614146709442139,1.1547070855044694e-08,0.9208984375,0.001953125,0.0,0.0,0.001953125,0.0751953125,0.0540132356139449,0.0,0.931640625,0.056640625,0.0107421875,0.0009765625,0.0504844791355769,0.0048828125,0.0185546875,0.0,0.0,0.0009765625,0.9755859375,0.0203283860278629,0.0,0.0458984375,0.0185546875,0.0244140625,0.9111328125,0.0330067759070061,0.0,0.005859375,0.0,0.0,0.0009765625,0.9931640625,0.0108039660093595,0.0,0.0029296875,0.0048828125,0.03125,0.9609375,0.0132539935146475
2,11,ordinary_md_ft,0.6261016130447388,7.545010838327926e-09,0.3535782396793365,1.0935666594491522e-08,0.8415414094924927,1.2230019663661553e-08,0.9375,0.0009765625,0.0,0.0,0.0029296875,0.05859375,0.0468504536705835,0.0,0.943359375,0.048828125,0.0068359375,0.0009765625,0.042627294437475,0.0048828125,0.0107421875,0.0,0.0,0.0,0.984375,0.0268788163466406,0.0,0.05078125,0.0107421875,0.029296875,0.9091796875,0.0481623782223433,0.0009765625,0.0029296875,0.0,0.0,0.001953125,0.994140625,0.0136408426004531,0.0,0.0068359375,0.001953125,0.044921875,0.9462890625,0.0161016687399331
2,14,ordinary_md_ft,0.5553617477416992,7.513101252243361e-09,0.2774710655212402,8.694416742116573e-09,0.7278425097465515,1.5792824825666685e-08,0.9462890625,0.0009765625,0.0,0.0,0.0048828125,0.0478515625,0.033128205687253,0.0,0.9541015625,0.0419921875,0.0029296875,0.0009765625,0.0304125426019888,0.0048828125,0.005859375,0.0,0.0,0.001953125,0.9873046875,0.0299917204902023,0.0,0.046875,0.0048828125,0.046875,0.9013671875,0.0414580330755017,0.0,0.0029296875,0.0,0.0,0.001953125,0.9951171875,0.0201269965343887,0.0,0.0078125,0.0009765625,0.033203125,0.9580078125,0.0164575989994563
2,18,ordinary_md_ft,0.5794402360916138,7.002974200531753e-09,0.2348913252353668,7.098910348446452e-09,0.6874195337295532,1.5797720465116072e-08,0.955078125,0.0009765625,0.0,0.0,0.001953125,0.0419921875,0.0048129237667739,0.0,0.9599609375,0.0400390625,0.0,0.0,0.0081965383629572,0.0048828125,0.0087890625,0.0,0.0,0.0009765625,0.9853515625,0.0407927674127791,0.0,0.04296875,0.0087890625,0.0693359375,0.87890625,0.0448580439401155,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0248568777261112,0.0,0.00390625,0.0029296875,0.0546875,0.9384765625,0.0139742098750791
2,1,inoculated_md_ft,3.079149973927997e-05,1.1179352998880174e-09,0.0006594854057766,5.169834782492444e-09,0.1136697009205818,1.5293645105884934e-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0018176354834393,0.0,0.0,0.0,0.9541015625,0.0458984375,0.002120708918485,0.0,0.0,0.0,0.0,0.0,1.0,0.0008216672277801,0.0,0.0,0.0,0.0380859375,0.9619140625,0.0022212163210833,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,-0.0001249929394806,0.0,0.0,0.0029296875,0.0380859375,0.958984375,0.0047718400898586
2,2,inoculated_md_ft,2.980520002893172e-05,1.1029112068072775e-09,0.0007521657389588,5.472735153944086e-09,0.4640256762504577,1.145683228287453e-07,0.0009765625,0.0,0.0,0.0,0.0009765625,0.998046875,0.0018750732578552,0.0,0.0009765625,0.0,0.9453125,0.0537109375,0.0030303994438967,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0010774491298848,0.0,0.0,0.0009765625,0.0380859375,0.9609375,0.0025791587017659,0.0,0.001953125,0.0,0.0,0.0009765625,0.9970703125,0.0018609531525883,0.0,0.0,0.001953125,0.029296875,0.96875,0.0049597204751666
2,3,inoculated_md_ft,2.674796269275248e-05,1.067945842869733e-09,0.000751586863771,5.665107050134566e-09,0.8341182470321655,1.9825511898829973e-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0023531575205479,0.0,0.0,0.0,0.966796875,0.033203125,0.0030738838866703,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.002289908414174,0.0,0.0,0.0009765625,0.03125,0.9677734375,0.0030139856812972,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0019839054497948,0.0,0.0009765625,0.0009765625,0.0302734375,0.9677734375,0.0030012626662063
2,5,inoculated_md_ft,2.6835041353479028e-05,9.276162060700699e-10,0.0004656306118704,6.019227782871894e-09,0.8762937188148499,1.4233541456576404e-08,0.0029296875,0.0,0.0,0.0,0.001953125,0.9951171875,0.0026844904032988,0.0,0.0029296875,0.0,0.9521484375,0.044921875,0.0057241211758874,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0041492443171496,0.0,0.0,0.0009765625,0.0302734375,0.96875,0.0052414474392988,0.0,0.001953125,0.0,0.0,0.0009765625,0.9970703125,0.0030394895111129,0.0,0.0009765625,0.001953125,0.0322265625,0.96484375,0.0051275298341117
2,7,inoculated_md_ft,1.884924495243467e-05,6.500784910379308e-10,0.000367674336303,6.213571879243318e-09,0.8624182939529419,1.2360009904455184e-08,0.0,0.0,0.0,0.0,0.0009765625,0.9990234375,0.0042836013123531,0.0,0.0,0.0,0.9189453125,0.0810546875,0.0054540166203054,0.0,0.001953125,0.0,0.0,0.0009765625,0.9970703125,0.0072881200709835,0.0,0.0,0.001953125,0.0419921875,0.9560546875,0.0105166995400201,0.0,0.0048828125,0.0,0.0,0.001953125,0.9931640625,0.0065088639692113,0.0,0.0,0.0048828125,0.021484375,0.9736328125,0.0078922813154126
2,9,inoculated_md_ft,1.9522543880157173e-05,6.734274249353689e-10,0.0002978313423227,6.555688880638399e-09,0.8964422941207886,1.1138165945112632e-08,0.005859375,0.0,0.0,0.0,0.0009765625,0.9931640625,0.0063440368332591,0.0,0.0048828125,0.0,0.919921875,0.0751953125,0.0110483392723143,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.014352405591072,0.0,0.009765625,0.0009765625,0.025390625,0.9638671875,0.0336238792030979,0.0,0.0029296875,0.0,0.0,0.0009765625,0.99609375,0.007388867126305,0.0,0.0009765625,0.001953125,0.0341796875,0.962890625,0.0099204950444388
2,11,inoculated_md_ft,1.8395181541563943e-05,7.115959488324107e-10,0.0002681807964108,6.899243842894975e-09,0.911276638507843,1.1698863211506705e-08,0.009765625,0.0,0.0,0.0,0.0009765625,0.9892578125,0.0073864744960617,0.0,0.009765625,0.0,0.884765625,0.10546875,0.0183622505255116,0.005859375,0.0029296875,0.0,0.0,0.0,0.9912109375,0.0130605872352443,0.0,0.0166015625,0.0029296875,0.0234375,0.95703125,0.0188430851155584,0.0,0.00390625,0.0,0.0,0.0029296875,0.9931640625,0.0085853720995293,0.0,0.0,0.0029296875,0.0390625,0.9580078125,0.009896342122123
2,14,inoculated_md_ft,1.544367660244461e-05,7.184341455079846e-10,0.0002431863395031,7.124496548271963e-09,0.916167140007019,1.0526461480253602e-08,0.0107421875,0.0009765625,0.0,0.0,0.0029296875,0.9853515625,0.0094886887044877,0.0,0.0107421875,0.0009765625,0.908203125,0.080078125,0.0209462949816703,0.0009765625,0.001953125,0.0,0.0,0.001953125,0.9951171875,0.0144340583884758,0.0,0.0087890625,0.0009765625,0.025390625,0.96484375,0.0243993218390423,0.0,0.0068359375,0.0,0.0,0.001953125,0.9912109375,0.0138490559903616,0.0,0.0,0.00390625,0.0205078125,0.9755859375,0.012224056138857
2,18,inoculated_md_ft,2.7218655304750428e-05,6.618759429422028e-10,0.0002674642018973,7.073689634040647e-09,0.9313418865203856,1.0084377777275222e-08,0.0166015625,0.0,0.0,0.0,0.001953125,0.9814453125,0.01250591907048,0.0,0.0205078125,0.0,0.8984375,0.0810546875,0.0315949610302108,0.0009765625,0.0,0.0,0.0,0.001953125,0.9970703125,0.0230330265504949,0.0,0.0078125,0.0009765625,0.0234375,0.9677734375,0.0316861467218149,0.0,0.001953125,0.0,0.0,0.001953125,0.99609375,0.0164586536981283,0.0,0.0009765625,0.0029296875,0.025390625,0.970703125,0.0097893548992646
