direction,alpha,rank,feature,steered_mis%_mean,steered_mis%_std,baseline_mis%,Δmis%_mean,steered_coh,Δcoh,steered_align,Δalign
pos,1.2,5,16434,0.0,0.0,0.0,0.0,90.225,0.2749999999999915,93.51898734177215,0.10648734177215147
pos,1.5,8,4903,0.0,0.0,0.0,0.0,90.55,0.5999999999999943,93.3125,-0.09999999999999432
pos,1.5,20,13228,0.0,0.0,0.0,0.0,89.575,-0.375,93.3125,-0.09999999999999432
neg,1.5,13,7594,0.0,0.0,1.4285714285714286,-1.4285714285714286,70.3375,-14.824999999999989,86.02564102564102,0.0970695970695914
pos,0.8,19,4671,0.0,0.0,0.0,0.0,89.925,-0.025000000000005684,93.5,0.08750000000000568
pos,1.2,2,5621,0.0,0.0,0.0,0.0,87.7,-2.25,93.5,0.08750000000000568
pos,1.2,1,3080,0.0,0.0,0.0,0.0,89.6,-0.3500000000000085,93.49367088607595,0.08117088607595235
pos,0.8,28,13664,0.0,0.0,0.0,0.0,88.875,-1.0750000000000028,93.4875,0.07500000000000284
pos,0.8,29,1426,0.0,0.0,0.0,0.0,88.925,-1.0250000000000057,93.4875,0.07500000000000284
pos,0.8,16,19580,0.0,0.0,0.0,0.0,89.6375,-0.3125,93.33766233766234,-0.07483766233765721
pos,1.5,3,17587,0.0,0.0,0.0,0.0,89.85,-0.10000000000000853,93.35,-0.0625
pos,1.2,17,20268,0.0,0.0,0.0,0.0,87.3,-2.6500000000000057,93.4625,0.05000000000001137
pos,0.8,3,17587,0.0,0.0,0.0,0.0,89.75,-0.20000000000000284,93.3625,-0.04999999999999716
pos,1.5,0,3131,0.0,0.0,0.0,0.0,88.6875,-1.2625000000000028,93.45,0.037500000000008527
pos,0.8,24,12592,0.0,0.0,0.0,0.0,89.9,-0.04999999999999716,93.375,-0.037499999999994316
pos,1.5,12,13502,0.0,0.0,0.0,0.0,89.1,-0.8500000000000085,93.375,-0.037499999999994316
pos,1.5,1,3080,0.0,0.0,0.0,0.0,89.25,-0.7000000000000028,93.38461538461539,-0.027884615384607514
pos,1.5,11,11752,0.0,0.0,0.0,0.0,88.0125,-1.9375,93.38461538461539,-0.027884615384607514
pos,1.2,9,216,0.0,0.0,0.0,0.0,90.85,0.8999999999999915,93.3875,-0.024999999999991473
pos,0.8,25,2184,0.0,0.0,0.0,0.0,89.6625,-0.2875000000000085,93.39240506329114,-0.020094936708858313
pos,0.8,26,8029,0.0,0.0,0.0,0.0,88.3,-1.6500000000000057,93.425,0.012500000000002842
pos,1.2,20,13228,0.0,0.0,0.0,0.0,90.95,1.0,93.425,0.012500000000002842
pos,0.8,5,16434,0.0,0.0,0.0,0.0,89.0,-0.9500000000000028,93.4,-0.012499999999988631
